Timestamp,Flow Bytes/s,Flow Packets/s,Label
39:35.4,2.978068018,1.158137563,BENIGN
39:35.4,10080.9383,193.8641981,BENIGN
39:35.4,73.25690941,0.579914999,BENIGN
39:35.4,112.0276888,0.62585301,BENIGN
39:35.4,9984.159747,192.003072,BENIGN
39:35.4,9791.686666,191.9938562,BENIGN
39:35.4,11047.04685,193.8078395,BENIGN
39:35.5,10547.19628,193.5265373,BENIGN
39:35.5,33.32504316,0.543062007,BENIGN
39:35.5,8330.911557,193.7421292,BENIGN
39:35.9,373.3700107,1.649160825,BENIGN
39:35.9,7712.330088,192.8082522,BENIGN
39:35.9,7694.157249,192.3539312,BENIGN
39:35.9,0,1.404889211,BENIGN
39:35.9,14388.48921,191.8465228,BENIGN
39:35.9,0,1.405607023,BENIGN
39:35.9,0,1.405663136,BENIGN
39:35.9,216.2879105,0.898426705,BENIGN
39:35.9,7668.344117,191.7086029,BENIGN
39:35.9,122.3201985,0.765333125,BENIGN
39:35.9,7663.936389,191.5984097,BENIGN
39:35.9,14402.30437,192.0307249,BENIGN
39:35.9,0,1.36123428,BENIGN
39:35.9,0,1.362064727,BENIGN
39:35.9,3.259872706,1.267728274,BENIGN
39:35.9,3.260036248,1.267791874,BENIGN
39:35.9,3.260088798,1.26781231,BENIGN
39:35.9,8818.173105,191.6994153,BENIGN
39:35.9,8889.318325,193.2460505,BENIGN
39:36.1,214.9112596,35.81854326,BENIGN
39:36.1,23.08009119,0.343198382,BENIGN
39:36.1,98901.0989,16483.51648,BENIGN
39:36.3,12498.19738,192.2799596,BENIGN
39:36.3,12753.62319,193.236715,BENIGN
39:36.3,12461.05919,191.7086029,BENIGN
39:36.3,197.401657,1.511976748,BENIGN
39:36.3,13862.99536,191.2137291,BENIGN
39:36.3,12581.63657,192.0860546,BENIGN
39:36.3,12628.33181,192.7989589,BENIGN
39:36.4,23.06794417,0.340989566,BENIGN
39:36.4,13988.03782,192.9384526,BENIGN
39:36.4,1599.503878,2.636934932,BENIGN
39:36.4,11192.58973,192.9756851,BENIGN
39:36.4,12576.20122,192.003072,BENIGN
39:36.4,12412.12121,193.9393939,BENIGN
39:36.9,10817.07553,193.162063,BENIGN
39:36.9,10818.12035,193.1807206,BENIGN
39:37.0,22.94921413,0.342781391,BENIGN
39:37.0,10856.3951,193.8641981,BENIGN
39:37.0,15292.29578,193.5733643,BENIGN
39:37.0,0,0.836722233,BENIGN
39:37.0,10854.29084,193.8266221,BENIGN
39:37.0,12697.48958,193.8548028,BENIGN
39:37.0,23214.7122,191.0675902,BENIGN
39:37.0,54.8288589,0.849532986,BENIGN
39:37.0,1463.171198,5.112790906,BENIGN
39:37.0,34880.93527,191.6534905,BENIGN
39:37.0,9465.855308,193.1807206,BENIGN
39:37.0,9705.439899,194.108798,BENIGN
39:37.0,23814.09641,192.0491646,BENIGN
39:37.0,51564.06025,191.2140677,BENIGN
39:37.0,15416.486,192.7060751,BENIGN
39:37.0,13861.29017,193.8641981,BENIGN
39:37.0,31052.6062,192.8733304,BENIGN
39:37.0,19363.49693,191.7177914,BENIGN
39:37.0,1505.717866,2.246666759,BENIGN
39:37.1,10631.61456,193.3020828,BENIGN
39:37.1,7685.656643,192.1414161,BENIGN
39:37.1,7669.079231,191.7269808,BENIGN
39:37.1,78.1152154,0.867379923,BENIGN
39:37.1,7674.22898,191.8557245,BENIGN
39:37.1,174.6958415,0.824999836,BENIGN
39:37.1,377.7014479,1.09806461,BENIGN
39:37.1,8887.600831,193.2087137,BENIGN
39:37.2,0,0.216415445,BENIGN
39:37.2,37000000,2000000,BENIGN
39:37.2,443.1205534,73.85342557,BENIGN
39:37.3,36.44275993,0.546381217,BENIGN
39:37.4,20325.00839,191.7453622,BENIGN
39:37.5,350.5510929,1.115255653,BENIGN
39:37.5,17484.86886,192.1414161,BENIGN
39:37.5,18815.56047,188.1556047,BENIGN
39:37.5,13969.8444,192.687509,BENIGN
39:37.5,13928.91451,192.1229587,BENIGN
39:37.6,11260.49604,194.1464835,BENIGN
39:37.6,255.1312615,3.06361755,BENIGN
39:37.7,30806.02727,191.3417843,BENIGN
39:37.8,322.0182205,1.053978672,BENIGN
39:37.8,30459.25365,189.1879109,BENIGN
39:37.8,8966.471121,190.7759813,BENIGN
39:37.8,7505.289632,159.6870135,BENIGN
39:37.8,6272.571754,190.077932,BENIGN
39:37.8,10935.83664,193.5546308,BENIGN
39:37.9,10214.89833,192.7339308,BENIGN
39:37.9,6391.942279,193.6952206,BENIGN
39:37.9,9045.419554,192.4557352,BENIGN
39:37.9,11434.10853,193.7984496,BENIGN
39:37.9,8633.921719,191.8649271,BENIGN
39:37.9,13408.67733,191.5525333,BENIGN
39:37.9,7277.950682,191.525018,BENIGN
39:37.9,8596.399064,191.0310903,BENIGN
39:37.9,7572.815534,194.1747573,BENIGN
39:37.9,7385.093771,194.3445729,BENIGN
39:37.9,12506.01251,192.4001924,BENIGN
39:37.9,7498.197549,192.2614756,BENIGN
39:38.2,15329.34132,191.6167665,BENIGN
39:38.2,9438.959788,192.6318324,BENIGN
39:41.5,218.0034517,36.33390862,BENIGN
39:41.5,216.8100022,36.13500036,BENIGN
39:41.5,292.7900451,48.79834086,BENIGN
39:41.5,217.092409,36.18206817,BENIGN
39:41.5,101694.9153,16949.15254,BENIGN
39:41.5,88235.29412,14705.88235,BENIGN
39:41.5,114649.6815,19108.28025,BENIGN
39:41.5,115384.6154,19230.76923,BENIGN
39:42.3,15400.16363,192.5020453,BENIGN
39:42.3,9396.423606,191.7637471,BENIGN
39:42.5,22666666.67,1000000,BENIGN
39:42.5,108433.7349,18072.28916,BENIGN
39:43.5,37000000,2000000,BENIGN
39:43.5,168776.3713,10548.52321,BENIGN
39:43.5,88235.29412,14705.88235,BENIGN
39:44.5,37000000,2000000,BENIGN
39:44.5,6000000,1000000,BENIGN
39:44.5,6000000,1000000,BENIGN
39:47.2,14985.48281,187.3185352,BENIGN
39:47.2,9401.832398,191.8741306,BENIGN
39:47.7,13563.91997,193.7702853,BENIGN
39:47.7,13455.06968,192.2152811,BENIGN
39:47.7,222.2985329,2.256515887,BENIGN
39:47.7,13395.20643,191.3600919,BENIGN
39:51.0,85409.25267,14234.87544,BENIGN
39:51.0,327.767358,54.627893,BENIGN
39:51.1,109090.9091,18181.81818,BENIGN
39:51.1,328.2994091,54.71656818,BENIGN
39:52.1,15240.27242,190.5034052,BENIGN
39:52.2,9395.522746,191.7453622,BENIGN
40:02.0,7515.174872,192.6967916,BENIGN
40:02.0,1953.491867,50.08953504,BENIGN
40:02.0,14479.46329,193.0595106,BENIGN
40:02.0,16007.018,23.74721232,BENIGN
40:02.0,625.6759661,6.341310467,BENIGN
40:02.0,12563.42112,193.2834018,BENIGN
40:02.0,12756.70452,193.2834018,BENIGN
40:02.0,7529.320913,193.0595106,BENIGN
40:02.0,3.570652805,1.388587202,BENIGN
40:02.0,1017.345862,3.114570912,BENIGN
40:02.0,9984.159747,192.003072,BENIGN
40:02.0,5538.513974,85.20790729,BENIGN
40:02.0,5582.45755,84.58269015,BENIGN
40:02.0,3397.73049,87.12129462,BENIGN
40:02.1,343.6241299,1.754418973,BENIGN
40:02.1,359.3444277,1.695020885,BENIGN
40:03.4,14487.15472,193.162063,BENIGN
40:03.4,430.6400388,71.77333979,BENIGN
40:03.5,430.115235,71.68587251,BENIGN
40:03.5,6643.11061,68.09566685,BENIGN
40:03.5,11268.1529,194.2784982,BENIGN
40:03.5,140625,23437.5,BENIGN
40:03.5,160714.2857,26785.71429,BENIGN
40:03.6,419.3384935,69.88974892,BENIGN
40:03.6,159292.0354,26548.67257,BENIGN
40:03.7,12518.65761,192.5947325,BENIGN
40:03.7,12558.8697,190.2859046,BENIGN
40:03.7,14050.3876,193.7984496,BENIGN
40:03.7,12550.29699,191.6075877,BENIGN
40:03.7,5554.620434,84.16091567,BENIGN
40:03.7,6408.131698,88.38802342,BENIGN
40:03.7,73.73168517,0.892172509,BENIGN
40:03.7,11089.33607,191.1954495,BENIGN
40:03.8,13890.21937,191.5892327,BENIGN
40:03.8,48.97457138,0.163248571,BENIGN
40:03.8,12272.29147,191.7545542,BENIGN
40:04.5,11428.57143,188.9020071,BENIGN
40:04.5,2698.526493,4.356294603,BENIGN
40:04.5,10520.27544,191.2777353,BENIGN
40:04.5,1123.291448,20.42348088,BENIGN
40:04.6,15154.29831,183.6884644,BENIGN
40:04.6,13251.4388,193.4516613,BENIGN
40:04.7,5935.038308,71.93985828,BENIGN
40:04.7,9297.370587,193.6952206,BENIGN
40:04.7,2047.229315,3.935087582,BENIGN
40:04.7,10544.98394,191.7269808,BENIGN
40:04.8,13863.9779,193.9017887,BENIGN
40:04.8,11021.13182,191.6718578,BENIGN
40:04.8,6393.061516,89.41344778,BENIGN
40:04.8,4797.363536,83.43240932,BENIGN
40:04.8,9673.98665,193.479733,BENIGN
40:04.8,168.0535873,1.716179603,BENIGN
40:04.8,9710.151964,194.2030393,BENIGN
40:04.8,11069.40033,192.51131,BENIGN
40:04.8,168.3269071,1.187724158,BENIGN
40:04.8,13682.90116,191.369247,BENIGN
40:04.8,13788.48087,191.5066788,BENIGN
40:04.8,262.6176402,1.452750335,BENIGN
40:05.0,6399.689712,193.9299913,BENIGN
40:05.0,10937.42438,193.5827324,BENIGN
40:05.0,18147.08691,191.0219675,BENIGN
40:05.0,2898.423433,87.83101313,BENIGN
40:05.0,3684.322068,65.20924015,BENIGN
40:05.0,8344.679169,87.8387281,BENIGN
40:05.0,6380.818872,193.3581476,BENIGN
40:05.0,10182.02776,192.1137313,BENIGN
40:05.0,18180.94828,191.3784029,BENIGN
40:05.0,11116.86843,188.4214989,BENIGN
40:05.0,27399.88504,191.6075877,BENIGN
40:05.3,15863.03622,193.4516613,BENIGN
40:05.4,9780.88891,191.7821355,BENIGN
40:06.0,172122.565,345.1886456,BENIGN
40:06.0,81632.65306,13605.44218,BENIGN
40:06.0,59259.25926,9876.54321,BENIGN
40:06.0,683.13788,113.8563133,BENIGN
40:06.0,677.0735377,112.8455896,BENIGN
40:06.0,143695.0147,11730.20528,BENIGN
40:06.0,712.1943499,118.6990583,BENIGN
40:07.1,593.824228,98.97070467,BENIGN
40:07.1,98360.65574,16393.44262,BENIGN
40:07.3,15420.94357,192.7617946,BENIGN
40:07.3,9428.970029,192.4279598,BENIGN
40:14.6,72727.27273,12121.21212,BENIGN
40:14.6,629.0626966,174.7396379,BENIGN
40:14.8,69364.16185,11560.69364,BENIGN
40:14.8,628.7989939,104.7998323,BENIGN
40:27.7,13552.75895,193.6108422,BENIGN
40:27.7,9587.727709,191.7545542,BENIGN
40:28.2,0,0.665542713,BENIGN
40:35.1,12000000,2000000,BENIGN
40:36.6,0,0.448759551,BENIGN
40:37.2,15289.78929,191.1223661,BENIGN
40:37.2,9392.371094,191.6810427,BENIGN
40:38.1,186.8925991,62.29753302,BENIGN
40:38.1,0,0.342597094,BENIGN
40:38.2,117647.0588,19607.84314,BENIGN
40:38.4,184.8628164,30.8104694,BENIGN
40:38.5,112500,18750,BENIGN
40:49.4,31118.62769,193.2834018,BENIGN
40:49.4,31105.10046,193.1993818,BENIGN
40:49.5,8965.188364,190.7486886,BENIGN
41:24.2,0,0.218206448,BENIGN
41:29.2,0,0.248988604,BENIGN
41:31.4,371.011255,2.99202625,BENIGN
41:31.6,297.4346263,49.57243772,BENIGN
41:31.6,105263.1579,17543.85965,BENIGN
41:32.6,428.5867352,71.43112254,BENIGN
41:32.6,117647.0588,19607.84314,BENIGN
41:37.2,173.0032179,0.613149726,BENIGN
41:37.2,15429.86644,192.8733304,BENIGN
41:37.2,9402.283412,191.8833349,BENIGN
41:37.7,13555.38342,193.6483346,BENIGN
41:37.7,9687.575684,193.7515137,BENIGN
41:48.2,280.8524776,0.866302646,BENIGN
41:49.6,0,0.666897784,BENIGN
41:58.2,30988.35531,192.4742566,BENIGN
41:58.2,31045.12148,192.8268415,BENIGN
41:58.2,9103.234554,193.6858416,BENIGN
42:05.2,40.84999344,0.136166645,BENIGN
42:18.6,8149.010477,194.024059,BENIGN
42:25.6,641791.0448,19900.49751,BENIGN
42:25.6,18500000,1000000,BENIGN
42:25.6,4500000,750000,BENIGN
42:25.6,85714.28571,14285.71429,BENIGN
42:26.6,87398.37398,2710.0271,BENIGN
42:26.6,321695.7606,9975.062344,BENIGN
42:26.6,251953.125,7812.5,BENIGN
42:26.6,223958.3333,6944.444444,BENIGN
42:26.6,37000000,2000000,BENIGN
42:26.6,37000000,2000000,BENIGN
42:26.6,37000000,2000000,BENIGN
42:26.6,37000000,2000000,BENIGN
42:26.6,6000000,1000000,BENIGN
42:26.6,6000000,1000000,BENIGN
42:26.6,4000000,666666.6667,BENIGN
42:26.6,6000000,1000000,BENIGN
42:26.6,4500000,750000,BENIGN
42:26.6,57324.84076,9554.140127,BENIGN
42:26.6,197802.1978,32967.03297,BENIGN
42:26.6,176470.5882,29411.76471,BENIGN
42:27.6,232432.4324,7207.207207,BENIGN
42:27.6,197549.7703,6125.574273,BENIGN
42:27.6,467391.3043,14492.75362,BENIGN
42:27.6,37000000,2000000,BENIGN
42:27.6,37000000,2000000,BENIGN
42:27.6,37000000,2000000,BENIGN
42:27.7,4000000,666666.6667,BENIGN
42:27.7,4000000,666666.6667,BENIGN
42:27.7,6000000,1000000,BENIGN
42:27.7,6000000,1000000,BENIGN
42:27.7,4000000,666666.6667,BENIGN
42:27.7,4000000,666666.6667,BENIGN
42:28.6,110162.2545,3415.88386,BENIGN
42:28.6,97579.42511,3025.718608,BENIGN
42:28.6,158088.2353,4901.960784,BENIGN
42:28.6,37000000,2000000,BENIGN
42:28.6,37000000,2000000,BENIGN
42:28.6,37000000,2000000,BENIGN
42:28.7,6000000,1000000,BENIGN
42:28.7,6000000,1000000,BENIGN
42:28.7,4000000,666666.6667,BENIGN
42:28.7,74074.07407,12345.67901,BENIGN
42:28.7,6000000,1000000,BENIGN
42:28.7,178217.8218,29702.9703,BENIGN
42:36.3,264.6362474,2.322792129,BENIGN
42:40.4,96.81224296,1.134115732,BENIGN
42:40.4,15.40680126,0.15458329,BENIGN
42:40.4,5849.530998,46.21851652,BENIGN
42:41.8,0,0.361523928,BENIGN
42:42.1,37000000,2000000,BENIGN
42:42.1,0,1000000,BENIGN
42:42.1,226.980404,75.66013468,BENIGN
42:42.4,0,0.488673926,BENIGN
42:51.5,1572.189711,65.50790462,BENIGN
42:57.9,46962.85598,57.84034662,BENIGN
42:57.9,14436.95861,192.4927815,BENIGN
42:57.9,12355.80868,193.0595106,BENIGN
42:57.9,11763.00439,192.8361375,BENIGN
42:57.9,1360.74671,15.9462505,BENIGN
42:57.9,12504.80954,192.3816853,BENIGN
42:57.9,72.68746654,0.529816944,BENIGN
42:57.9,3.570913481,1.388688576,BENIGN
42:57.9,22.99380229,0.341915276,BENIGN
42:57.9,9962.6401,191.5892327,BENIGN
42:57.9,111.0659979,0.644057366,BENIGN
42:57.9,9828.009828,192.7060751,BENIGN
42:57.9,9941.688175,191.1863111,BENIGN
42:58.0,24.45792758,0.539513108,BENIGN
42:58.1,110.0715465,36.6905155,BENIGN
42:58.1,111.3668424,37.12228079,BENIGN
42:58.2,31078.08127,193.0315607,BENIGN
42:58.2,110.0725562,36.69085205,BENIGN
42:58.2,30829.62325,191.4883431,BENIGN
42:58.2,9090.909091,193.4235977,BENIGN
42:58.4,147.5993379,0.897210829,BENIGN
42:58.5,12361.17817,193.143409,BENIGN
42:58.5,14465.49978,192.8733304,BENIGN
42:58.5,0,1.368498265,BENIGN
42:58.5,432.5337466,72.08895777,BENIGN
42:58.5,431.2513477,71.87522461,BENIGN
42:58.5,12274.05667,191.7821355,BENIGN
42:58.5,14533.47544,193.7796725,BENIGN
42:58.5,11037.42073,193.6389602,BENIGN
42:58.5,11033.95796,190.2406544,BENIGN
42:58.5,246575.3425,41095.89041,BENIGN
42:58.5,285714.2857,47619.04762,BENIGN
42:58.6,0,1.391128412,BENIGN
42:58.6,3.362433954,1.307613204,BENIGN
42:58.6,22.93294634,0.341010355,BENIGN
42:58.6,3.365805881,1.308924509,BENIGN
42:58.7,21.17675061,0.509139481,BENIGN
42:58.7,3.377068243,1.313304317,BENIGN
42:58.8,12578.61635,193.5171746,BENIGN
42:58.8,12730.25364,192.8826309,BENIGN
42:58.8,1518.081543,2.945987337,BENIGN
42:58.8,14011.01556,193.255387,BENIGN
42:58.8,12578.01248,192.0307249,BENIGN
42:58.8,12684.58,193.65771,BENIGN
42:58.8,71.11178831,0.401423739,BENIGN
42:58.8,11103.66612,191.4425194,BENIGN
42:58.8,12626.50602,192.7710843,BENIGN
42:58.8,52630.83521,197.8337208,BENIGN
42:58.8,13913.54412,191.9109533,BENIGN
42:58.9,12348.6566,192.9477594,BENIGN
42:59.0,37000000,2000000,BENIGN
42:59.0,2484.800423,132.1702353,BENIGN
42:59.4,7682.704312,192.0676078,BENIGN
42:59.4,7753.816331,193.8454083,BENIGN
42:59.4,107.7652078,0.680335908,BENIGN
42:59.4,7713.817375,192.8454344,BENIGN
42:59.4,7654.769878,191.369247,BENIGN
42:59.5,10772.33817,192.3631817,BENIGN
42:59.5,10773.37437,192.3816853,BENIGN
42:59.5,76.13907923,0.476720532,BENIGN
42:59.5,10754.23688,192.0399443,BENIGN
42:59.5,9604.763963,192.0952793,BENIGN
42:59.5,81.59636616,0.544883914,BENIGN
42:59.5,12751.25322,194.6756217,BENIGN
42:59.5,9674.454603,193.4890921,BENIGN
42:59.5,10857.44753,193.8829916,BENIGN
42:59.5,13726.24304,191.9754271,BENIGN
42:59.5,11077.93084,192.6596667,BENIGN
42:59.5,11148.81241,193.8923897,BENIGN
42:59.6,9681.47933,193.6295866,BENIGN
42:59.6,9664.170089,193.2834018,BENIGN
42:59.6,113.9617085,0.89418468,BENIGN
42:59.6,9621.397989,192.4279598,BENIGN
42:59.6,13768.53457,192.566917,BENIGN
42:59.6,97.0843655,0.613379635,BENIGN
42:59.6,11114.33266,193.2927419,BENIGN
42:59.6,124.8993698,0.74494388,BENIGN
42:59.6,13733.4934,192.0768307,BENIGN
42:59.7,14234.53084,193.6670863,BENIGN
42:59.8,314.9082279,6.298164557,BENIGN
43:00.0,113.0637681,0.610422263,BENIGN
43:00.2,19.76119377,0.511364225,BENIGN
43:01.6,168.5426101,0.848423594,BENIGN
43:01.8,21.21090168,0.509960554,BENIGN
43:03.0,292.3691648,48.72819413,BENIGN
43:03.0,97297.2973,16216.21622,BENIGN
43:04.0,217.7779391,36.29632318,BENIGN
43:04.0,217.7897965,36.29829942,BENIGN
43:04.0,217.8135153,36.30225255,BENIGN
43:04.0,98360.65574,16393.44262,BENIGN
43:04.0,98360.65574,16393.44262,BENIGN
43:04.0,97826.08696,16304.34783,BENIGN
43:04.4,6355.932203,192.6040062,BENIGN
43:04.4,6397.518538,193.8641981,BENIGN
43:09.9,13460.8913,192.2984472,BENIGN
43:14.3,26.44498191,0.528899638,BENIGN
43:14.3,342.0679432,14.25283097,BENIGN
43:29.5,0,0.238684634,BENIGN
43:29.5,12744.91155,190.2225604,BENIGN
43:29.5,6442.5667,47.5097098,BENIGN
43:31.1,420600.8584,25751.07296,BENIGN
43:31.1,176.5531056,12.84022586,BENIGN
43:31.4,924.266717,56.58775818,BENIGN
43:33.0,37000000,2000000,BENIGN
43:33.0,560000,45714.28571,BENIGN
43:56.6,4.738074992,0.160010037,BENIGN
43:58.2,315.4136937,14.33698608,BENIGN
43:58.2,315.6784576,14.3490208,BENIGN
43:59.7,0,21.87417972,BENIGN
43:59.8,0,47619.04762,BENIGN
44:02.9,0,21.8878249,BENIGN
44:03.0,0,120000,BENIGN
44:24.6,0,0.665545001,BENIGN
44:32.4,25607.39799,31.33224715,BENIGN
44:32.4,22836.65188,188.7326602,BENIGN
44:32.4,14371.94596,191.6259462,BENIGN
44:32.4,12525.89488,192.7060751,BENIGN
44:32.4,1016.305523,10.30039382,BENIGN
44:32.5,26.35019693,0.562573075,BENIGN
44:32.5,12609.85862,191.0584639,BENIGN
44:32.5,10031.83177,192.9198418,BENIGN
44:32.5,10592.20029,192.5854598,BENIGN
44:32.5,3956.621046,71.93856447,BENIGN
44:32.5,12819.28633,191.3326318,BENIGN
44:32.7,13460.24421,192.289203,BENIGN
44:32.7,6078.499479,86.83570684,BENIGN
44:32.7,9604.302728,192.0860546,BENIGN
44:32.7,23092.7048,190.8488,BENIGN
44:32.7,16400.60168,194.0899607,BENIGN
44:32.8,7445.753938,88.11543121,BENIGN
44:32.8,10663.14166,88.1251377,BENIGN
44:32.8,152.4010566,0.840447003,BENIGN
44:32.8,21993.92273,192.9291468,BENIGN
44:32.8,18570.02864,60.30453792,BENIGN
44:32.8,17593.04012,193.3301112,BENIGN
44:33.0,22.76733612,0.510750126,BENIGN
44:33.0,22.76736115,0.510750687,BENIGN
44:33.0,13325.08447,190.3583496,BENIGN
44:33.3,0,1.393834485,BENIGN
44:33.3,0,1.393840896,BENIGN
44:33.3,418.2131842,69.70219736,BENIGN
44:33.3,178044.226,157.2481572,BENIGN
44:33.3,0,1.393900931,BENIGN
44:33.3,0,1.393901902,BENIGN
44:33.3,0,1.394093893,BENIGN
44:33.3,0,1.39412946,BENIGN
44:33.3,0,1.396763141,BENIGN
44:33.3,0,1.396816794,BENIGN
44:33.3,0,1.396836305,BENIGN
44:33.3,0,1.396836305,BENIGN
44:33.4,195652.1739,32608.69565,BENIGN
44:33.5,9294.649886,85.35902956,BENIGN
44:33.6,423.5044997,70.58408329,BENIGN
44:33.6,3.424286179,1.331666847,BENIGN
44:33.6,0,1.398389,BENIGN
44:33.6,0,1.400464702,BENIGN
44:33.6,285714.2857,47619.04762,BENIGN
44:33.7,36564.13934,120.8731879,BENIGN
44:33.7,212.9425647,1.585025537,BENIGN
44:33.8,10297.59093,188.9466226,BENIGN
44:33.9,60.37989187,0.608599137,BENIGN
44:33.9,79.94087975,0.642887195,BENIGN
44:33.9,8296.753654,192.9477594,BENIGN
44:33.9,9373.9538,191.3051796,BENIGN
44:33.9,87.6059477,0.534182608,BENIGN
44:34.0,12544.88868,191.525018,BENIGN
44:34.0,13671.50669,188.5725061,BENIGN
44:34.0,367.9462589,1.018160565,BENIGN
44:34.0,51683.40224,206.0467864,BENIGN
44:34.0,70.63458079,0.407213533,BENIGN
44:34.0,44047.87396,157.7767009,BENIGN
44:34.0,11229.42885,193.6108422,BENIGN
44:34.0,70411.98502,3745.318352,BENIGN
44:34.0,12327.84359,192.6225561,BENIGN
44:34.0,53377.12267,205.7058548,BENIGN
44:34.1,37000000,2000000,BENIGN
44:34.2,37000000,2000000,BENIGN
44:34.2,6000000,1000000,BENIGN
44:34.2,4000000,666666.6667,BENIGN
44:34.2,6000000,1000000,BENIGN
44:34.2,6000000,1000000,BENIGN
44:34.2,141353.3835,7518.796992,BENIGN
44:34.7,13733.73954,193.4329513,BENIGN
44:34.7,67.94512735,0.409822331,BENIGN
44:34.7,48951.04895,188.6485607,BENIGN
44:34.7,10443.61407,191.6259462,BENIGN
44:34.7,10757.85227,192.1045049,BENIGN
44:34.7,15257.59258,193.1340833,BENIGN
44:34.7,12631.98496,192.8547322,BENIGN
44:34.8,507.8035523,1.606332847,BENIGN
44:34.8,13839.82579,193.5639971,BENIGN
44:34.8,11010.05266,191.4791766,BENIGN
44:34.8,374.6833869,1.127329665,BENIGN
44:34.8,9135.02712,190.313065,BENIGN
44:34.8,1468.106834,4.506400264,BENIGN
44:34.8,9600.153602,192.003072,BENIGN
44:34.8,149.0743639,1.210048951,BENIGN
44:34.8,154.8830672,0.725852357,BENIGN
44:34.8,9622.786759,192.4557352,BENIGN
44:34.8,10853.23901,193.8078395,BENIGN
44:34.8,9363.653736,191.0949742,BENIGN
44:34.8,9665.104141,193.3020828,BENIGN
44:34.8,51848.39276,174.2451699,BENIGN
44:34.9,17051.44171,191.5892327,BENIGN
44:34.9,10376.63336,192.159877,BENIGN
44:34.9,24.16133427,0.51020713,BENIGN
44:34.9,37000000,2000000,BENIGN
44:34.9,388.2741215,64.71235359,BENIGN
44:34.9,12782.64659,193.6764635,BENIGN
44:35.0,2298.963021,122.2852671,BENIGN
44:35.0,74.99086306,0.410908839,BENIGN
44:35.1,15158.69256,189.483657,BENIGN
44:35.2,554.6351344,1.119016542,BENIGN
44:35.2,15081.93552,193.3581476,BENIGN
44:35.2,91.56519833,0.402729208,BENIGN
44:35.2,15089.95937,193.4610176,BENIGN
44:35.2,20842.3795,192.9849954,BENIGN
44:35.3,6329.417406,191.8005275,BENIGN
44:35.3,11424.21935,190.4036558,BENIGN
44:35.3,13525.82858,191.8557245,BENIGN
44:35.3,6390.395043,193.6483346,BENIGN
44:35.3,18312.37049,192.7617946,BENIGN
44:35.3,10943.25005,193.6858416,BENIGN
44:35.3,30888.77164,191.8557245,BENIGN
44:35.3,10263.36174,193.6483346,BENIGN
44:35.3,18116.80572,190.7032181,BENIGN
44:35.3,334.3511838,1.147914799,BENIGN
44:35.3,30563.33349,189.8343695,BENIGN
44:35.3,11291.86603,191.3875598,BENIGN
44:35.3,27560.95211,192.7339308,BENIGN
44:35.3,9060.677623,192.780375,BENIGN
44:38.9,286.6219218,47.7703203,BENIGN
44:38.9,119205.298,19867.54967,BENIGN
44:39.9,22666666.67,1000000,BENIGN
44:39.9,109756.0976,18292.68293,BENIGN
44:40.8,15297.09833,191.2137291,BENIGN
44:40.8,5733.328556,71.66660694,BENIGN
44:40.8,9429.877315,192.4464758,BENIGN
44:43.6,0,0.339499852,BENIGN
44:45.3,13488.77541,192.6967916,BENIGN
44:45.4,52742.58647,210.213577,BENIGN
44:45.5,37000000,2000000,BENIGN
44:45.6,4000000,666666.6667,BENIGN
44:45.6,6000000,1000000,BENIGN
44:46.8,0,0.449793345,BENIGN
44:48.6,50.06487078,0.821021956,BENIGN
44:49.2,15131.0717,192.7525058,BENIGN
44:49.3,0,0.666449034,BENIGN
44:50.8,15497.1185,193.7139813,BENIGN
44:50.9,9385.175254,191.5341889,BENIGN
44:50.9,3588.757667,73.23995239,BENIGN
44:54.5,0,71.35212273,BENIGN
44:54.6,0,42253.52113,BENIGN
44:55.0,18500000,1000000,BENIGN
44:55.1,6000000,1000000,BENIGN
44:55.1,115384.6154,19230.76923,BENIGN
44:55.5,0,48.7816776,BENIGN
44:55.6,0,36585.36585,BENIGN
44:57.5,0,69.85923364,BENIGN
44:57.6,0,120000,BENIGN
44:58.4,12797.24955,191.0037246,BENIGN
44:58.4,3072.129534,44.29756232,BENIGN
44:59.4,0,0.461635641,BENIGN
45:00.0,12000000,2000000,BENIGN
45:00.0,217.7495101,19.49995613,BENIGN
45:00.3,910.8991876,55.76933802,BENIGN
45:02.3,70500000,500000,BENIGN
45:05.8,15206.95718,190.0869648,BENIGN
45:05.8,9537.712895,194.6472019,BENIGN
45:05.8,3505.320576,71.53715461,BENIGN
45:08.1,0,1.384567692,BENIGN
45:10.3,0,0.665832157,BENIGN
45:25.3,13424.10586,191.7729408,BENIGN
45:25.4,9625.565502,192.51131,BENIGN
45:25.4,4339.053652,86.78107305,BENIGN
45:31.0,73090909.09,363636.3636,BENIGN
45:32.4,23287.14396,192.4557352,BENIGN
45:32.4,8731.576194,72.16178673,BENIGN
45:32.4,10549.02901,191.8005275,BENIGN
45:32.4,12898.25777,192.51131,BENIGN
45:33.4,131.7870322,21.96450536,BENIGN
45:33.5,118421.0526,19736.84211,BENIGN
45:35.8,15105.02714,188.8128393,BENIGN
45:35.8,9356.501814,190.9490166,BENIGN
45:45.5,0,0.537459445,BENIGN
45:46.4,8915.022762,189.6813354,BENIGN
45:46.4,3937.832516,83.78367056,BENIGN
45:48.0,105134.4743,3259.9837,BENIGN
45:48.0,460714.2857,14285.71429,BENIGN
45:48.0,37000000,2000000,BENIGN
